case-name,rock_type,porosity,esv,kx,ky,kz,delta_esv
165,3.0,0.262148148,0.735626461,0.5743,0.6397,0.4293,0.003016040406983983
166,3.0,0.21303703699999998,0.78495209,0.6963,0.6877,0.6317,0.0025552320687803757
167,3.0,0.141185778,0.858876155,0.9543,0.9328,0.7771,7.211454865731603e-05
170,3.0,0.154694519,0.84527032,0.8813,0.8290000000000001,0.6512,4.159561340878821e-05
171,3.0,0.159387852,0.8393810270000001,0.7853,0.7285,0.6226,0.0014645529486208315
172,3.0,0.11270340699999999,0.886799914,0.804,0.9122,0.6941,0.0005597666033187894
182,3.0,0.17050607399999998,0.8289549629999999,0.8121,0.7976,0.7019,0.000649749182129773
194,3.0,0.154256593,0.845447223,0.9734,0.6831,0.6656,0.00035020550860775213
203,3.0,0.113791111,0.8863778109999999,0.7771,0.8717,0.9034,0.0001906119449902745
204,3.0,0.124588444,0.875633769,0.8092,0.7982,0.8479,0.0002538383215037507
205,3.0,0.088630222,0.912760948,0.8596,0.9122,0.9659,0.001526460536197413
207,3.0,0.046528,0.954923137,0.9625,0.9005,0.9701,0.0015219503037320354
208,3.0,0.099897481,0.899929903,0.919,0.8415,0.742,0.00019177371061225728
209,3.0,0.107756444,0.8915997999999999,0.9535,0.8272,0.7425,0.000721502549019245
211,3.0,0.17269629600000003,0.8260035990000001,0.7238,0.7046,0.5842,0.0015714966507630731
215,3.0,0.09125363,0.909060547,0.8217,0.9494,0.8045,0.00034572572763072115
216,3.0,0.090376296,0.9093874809999999,0.8524,0.894,0.6346,0.0002596931005220884
219,3.0,0.126698667,0.8729018540000001,0.9470000000000001,0.9305,0.6920000000000001,0.0004574354634586649
220,3.0,0.11206963,0.887468338,0.8683,0.8302,0.6967,0.0005203471078480462
221,3.0,0.127971852,0.871687047,0.7937,0.9535,0.7046,0.00039115824504333064
222,3.0,0.143694815,0.8551791120000001,0.8649,0.7623,0.6781,0.0013150369981701025
223,3.0,0.116873185,0.882784894,0.7864,0.8834,0.7675,0.00038717089572234004
225,3.0,0.10287822199999999,0.8977174990000001,0.7362,0.8396,0.8139,0.000664035825022686
226,3.0,0.162785185,0.835766837,0.7371,0.7505,0.6191,0.001729517889623193
227,3.0,0.151699852,0.846924025,0.7954,0.8016,0.6945,0.0016222123775935105
229,3.0,0.157225778,0.842510414,0.7177,0.71,0.7104,0.0003130233378209817
233,3.0,0.093816296,0.9069253979999999,0.8919,0.9078,0.7971,0.0008184808408339065
234,3.0,0.132044741,0.8671816259999999,0.8643,0.7926,0.5391,0.0008913282015151737
235,3.0,0.175007704,0.823600856,0.8377,0.7686,0.7086,0.0016866096892619
236,3.0,0.17606044399999998,0.82331311,0.8223,0.8799,0.5802,0.0007603057717501528
237,3.0,0.154673185,0.84416076,0.8479,0.8904,0.6486,0.0013794132391269278
238,3.0,0.133592593,0.8653913259999999,0.7954,0.8259,0.7196,0.001172751977638688
239,3.0,0.147444444,0.8518000459999999,0.6781,0.8616,0.7285,0.000886170988720963
240,3.0,0.149839704,0.8470438259999999,0.8827,0.8151,0.7490000000000001,0.003665743995177161
241,3.0,0.120214519,0.8797014120000001,0.8717,0.9251,0.7628,9.555624844405555e-05
243,3.0,0.121876148,0.878236927,0.7787,0.8259,0.8371,0.0001287688516175484
244,3.0,0.178790222,0.819721313,0.6688,0.7337,0.6648,0.0018125271275083446
245,3.0,0.16203199999999998,0.836782349,0.6724,0.7691,0.9027,0.0014149120252802132
248,3.0,0.090703111,0.910062622,0.7597,0.8778,0.8947,0.000842115495239582
249,3.0,0.095287704,0.904178927,0.7942,0.9213,0.8139,0.000589545430473519
251,3.0,0.132449481,0.868243042,0.9709,0.7665,0.6547,0.0007982509200712038
252,3.0,0.155461333,0.843328869,0.8911,0.7787,0.5047,0.00143249568938918
253,3.0,0.15744533300000002,0.8422584959999999,0.7252,0.8229,0.9344,0.0003515154702715708
260,3.0,0.13146963,0.869501515,0.9159999999999999,0.8834,0.9228,0.0011181474287421302
261,3.0,0.14846163,0.851327559,0.8127,0.8217,0.7815,0.00024756488659457285
262,3.0,0.15305363,0.845625245,0.7809,0.8272,0.7959,0.0015598685427979616
263,3.0,0.103765333,0.896286602,0.8302,0.9543,0.8883,5.794799276605415e-05
265,3.0,0.079098074,0.921938617,0.8792,0.8563,0.9041,0.001125734424840408
266,3.0,0.109043259,0.891265028,0.7168,0.8717,0.8656,0.00034601792187345117
267,3.0,0.12371763,0.875590104,0.6756,0.8649,0.7881,0.0007900033410462673
268,3.0,0.131657481,0.868026952,0.6843,0.9137,0.6777,0.00036341304622907285
269,3.0,0.119240296,0.8805870459999999,0.9375,0.8321,0.6827,0.00019603303740619725
270,3.0,0.113408,0.887299272,0.9642,0.8862,0.8785,0.0007977423662744317
271,3.0,0.09456266699999999,0.904951477,0.7082,0.9282,0.9367,0.0005365981523980989
275,3.0,0.113118815,0.8806006909999999,0.5999,0.7937,0.9407,0.007081550613795106
276,3.0,0.127255111,0.8717060809999999,0.662,0.7535,0.8139,0.0011902768072241476
277,3.0,0.101230815,0.898748685,0.8011,0.9503,0.8045,2.280897069249083e-05
278,3.0,0.11925303699999999,0.880739316,0.8876,0.9205,0.8034,8.68240291621592e-06
282,3.0,0.075609778,0.924657097,0.9414,0.9462,0.8505,0.00028870383269804834
283,3.0,0.078535407,0.921505317,0.9049,0.8649,0.8377,4.419486142968055e-05
284,3.0,0.11153185199999999,0.887957619,0.7299,0.8841,0.7755,0.0005746171105281281
285,3.0,0.11865303699999999,0.8801951729999999,0.7333,0.8717,0.7141,0.0013068519531508238
286,3.0,0.14839466699999998,0.850261664,0.6785,0.7965,0.615,0.001577807169509513
287,3.0,0.144930963,0.8503635509999999,0.7937,0.8346,0.609,0.005503048053884907
288,3.0,0.163202667,0.8368584840000001,0.7926,0.7028,0.6574,7.307743176093158e-05
291,3.0,0.080922667,0.918448707,0.8284,0.8806,0.8883,0.000683975088307297
292,3.0,0.089780148,0.9102428840000001,0.7777,0.9122,0.846,2.530377682873195e-05
293,3.0,0.14263911099999999,0.856496925,0.5616,0.7931,0.6397,0.0010077016704222379
294,3.0,0.173591407,0.824283835,0.4829,0.6736,0.5653,0.002571074427344446
295,3.0,0.141394074,0.857787868,0.6501,0.8603,0.6797,0.0009527746958504109
296,3.0,0.157712593,0.842240581,0.8109999999999999,0.8876,0.8098,5.559385028291691e-05
